maps_played,rounds_played,kd_difference,kd_ratio,rating,total_kills,headshot_percentage,total_deaths,grenade_damage_per_round,kills_per_round,assists_per_round,deaths_per_round,teammate_saved_per_round,saved_by_teammate_per_round,kast,impact,efficiency
1972,51662,-3456,0.9,0.91,32278,42.9,35734,5.0,0.62,0.13,0.69,0.09,0.07,66.8,0.91,0.8985507246376813
383,10178,-592,0.91,0.91,6256,47.1,6848,5.0,0.61,0.13,0.67,0.09,0.1,68.8,0.89,0.9104477611940298
734,19717,-1060,0.92,0.91,11975,51.9,13035,4.7,0.61,0.14,0.66,0.09,0.09,69.3,0.9,0.9242424242424242
1053,27584,-2026,0.9,0.91,17639,53.9,19665,5.3,0.64,0.15,0.71,0.11,0.09,67.9,0.95,0.9014084507042254
1151,30254,-1635,0.92,0.91,18341,37.1,19976,6.3,0.61,0.15,0.66,0.09,0.09,69.0,0.89,0.9242424242424242
376,9987,-838,0.88,0.91,6383,38.1,7221,3.7,0.64,0.16,0.72,0.11,0.08,67.6,1.03,0.888888888888889
869,22614,-1671,0.9,0.91,14245,49.8,15916,4.6,0.63,0.14,0.7,0.09,0.08,66.6,0.93,0.9
414,10880,-664,0.91,0.91,6787,55.0,7451,3.0,0.62,0.14,0.68,0.11,0.1,68.3,0.89,0.9117647058823529
383,9929,-742,0.9,0.91,6329,51.8,7071,2.6,0.64,0.14,0.71,0.08,0.07,66.3,0.98,0.9014084507042254
794,20857,-1715,0.89,0.91,13258,51.8,14973,3.2,0.64,0.13,0.72,0.08,0.07,65.3,0.95,0.888888888888889
476,12674,-943,0.89,0.91,7931,52.1,8874,4.5,0.63,0.13,0.7,0.1,0.1,67.4,0.93,0.9
1267,33681,-2108,0.91,0.9,20522,47.9,22630,6.1,0.61,0.16,0.67,0.11,0.09,69.2,0.87,0.9104477611940298
1858,48588,-3407,0.9,0.9,29419,36.7,32826,5.4,0.61,0.14,0.68,0.1,0.08,67.9,0.88,0.8970588235294117
1163,30802,-2009,0.9,0.9,18176,49.2,20185,5.3,0.59,0.13,0.66,0.1,0.09,69.5,0.87,0.8939393939393938
910,23752,-1737,0.89,0.9,14572,46.7,16309,5.1,0.61,0.14,0.69,0.11,0.09,69.3,0.92,0.8840579710144928
729,19205,-1467,0.89,0.9,11789,52.5,13256,4.9,0.61,0.13,0.69,0.09,0.07,67.1,0.91,0.8840579710144928
611,16017,-1233,0.89,0.9,9791,49.8,11024,5.1,0.61,0.15,0.69,0.11,0.1,68.6,0.89,0.8840579710144928
553,14608,-978,0.9,0.9,8771,41.1,9749,4.3,0.6,0.15,0.67,0.1,0.09,69.4,0.86,0.8955223880597014
642,16554,-1046,0.91,0.9,9990,42.9,11036,3.3,0.6,0.15,0.67,0.1,0.07,70.6,0.87,0.8955223880597014
894,23450,-1802,0.89,0.9,14410,41.8,16212,4.4,0.61,0.14,0.69,0.08,0.07,66.1,0.9,0.8840579710144928
872,23212,-2006,0.88,0.9,14225,53.5,16231,5.4,0.61,0.14,0.7,0.1,0.09,67.2,0.92,0.8714285714285714
881,23964,-1709,0.9,0.9,14608,38.8,16317,5.4,0.61,0.12,0.68,0.1,0.09,68.2,0.89,0.8970588235294117
435,11715,-1074,0.87,0.9,7370,40.1,8444,5.6,0.63,0.15,0.72,0.11,0.08,67.1,1.03,0.875
953,25080,-1794,0.89,0.89,15287,45.9,17081,4.1,0.61,0.14,0.68,0.1,0.08,68.9,0.85,0.8970588235294117
415,10974,-974,0.88,0.89,6837,42.7,7811,2.6,0.62,0.14,0.71,0.08,0.08,65.6,0.96,0.8732394366197184
542,14411,-1193,0.88,0.89,8657,53.5,9850,3.8,0.6,0.15,0.68,0.11,0.09,69.9,0.94,0.8823529411764705
437,11092,-1064,0.87,0.89,6904,51.7,7968,2.4,0.62,0.14,0.72,0.11,0.09,67.0,1.0,0.8611111111111112
500,13349,-1069,0.88,0.89,8093,52.2,9162,6.5,0.61,0.14,0.69,0.1,0.09,68.5,0.88,0.8840579710144928
1199,31403,-2267,0.89,0.89,18722,45.8,20989,4.0,0.6,0.14,0.67,0.09,0.08,65.9,0.86,0.8955223880597014
435,11470,-978,0.88,0.89,7017,53.3,7995,4.3,0.61,0.14,0.7,0.1,0.08,68.0,0.93,0.8714285714285714
905,24046,-2454,0.86,0.88,14695,46.5,17149,6.9,0.61,0.14,0.71,0.1,0.08,66.3,0.95,0.8591549295774649
775,20411,-1581,0.88,0.88,11962,37.1,13543,3.6,0.59,0.11,0.66,0.09,0.08,67.7,0.84,0.8939393939393938
463,11937,-1263,0.85,0.88,7418,44.7,8680,4.0,0.62,0.14,0.73,0.1,0.08,66.4,0.92,0.8493150684931507
532,13939,-1196,0.87,0.88,8176,49.5,9372,3.7,0.59,0.12,0.67,0.1,0.09,68.6,0.84,0.880597014925373
374,9620,-1105,0.85,0.88,6071,47.0,7176,5.0,0.63,0.15,0.75,0.12,0.09,66.5,0.98,0.84
713,18391,-1629,0.87,0.88,10904,40.2,12533,4.8,0.59,0.14,0.68,0.11,0.08,68.0,0.87,0.8676470588235293
1075,28101,-2364,0.87,0.88,16274,40.2,18638,4.4,0.58,0.14,0.66,0.1,0.07,69.6,0.83,0.8787878787878787
1066,27341,-2008,0.88,0.88,15322,49.9,17330,4.4,0.56,0.13,0.63,0.11,0.1,71.6,0.76,0.888888888888889
395,10074,-1047,0.86,0.87,6257,47.4,7304,3.7,0.62,0.15,0.73,0.11,0.08,67.4,0.97,0.8493150684931507
767,20594,-1977,0.86,0.87,12296,41.8,14273,7.6,0.6,0.17,0.69,0.14,0.09,69.8,0.98,0.8695652173913044
801,20959,-2342,0.85,0.87,12969,38.0,15311,5.8,0.62,0.15,0.73,0.1,0.08,65.5,0.98,0.8493150684931507
603,16182,-1737,0.85,0.87,9764,47.1,11501,4.0,0.6,0.12,0.71,0.1,0.09,66.5,0.91,0.8450704225352113
786,20907,-2132,0.85,0.87,12188,49.7,14320,5.9,0.58,0.13,0.68,0.09,0.08,66.8,0.87,0.8529411764705881
605,15797,-1593,0.85,0.86,9243,41.8,10836,3.4,0.59,0.14,0.69,0.11,0.08,69.0,0.85,0.855072463768116
688,18180,-1735,0.86,0.86,10263,47.3,11998,3.0,0.56,0.12,0.66,0.1,0.08,69.2,0.8,0.8484848484848485
400,10494,-1101,0.85,0.86,6122,51.3,7223,3.9,0.58,0.16,0.69,0.12,0.08,66.8,0.91,0.8405797101449275
380,9970,-1149,0.84,0.85,5863,35.9,7012,5.1,0.59,0.16,0.7,0.09,0.09,67.3,0.82,0.8428571428571429
975,25707,-2811,0.84,0.85,14445,48.5,17256,6.0,0.56,0.13,0.67,0.1,0.08,68.3,0.84,0.8358208955223881
445,11663,-1313,0.83,0.85,6638,49.6,7951,3.2,0.57,0.12,0.68,0.11,0.09,67.7,0.78,0.838235294117647
377,9498,-1285,0.81,0.84,5586,49.5,6871,2.6,0.59,0.13,0.72,0.11,0.07,64.9,0.7,0.8194444444444444
599,15675,-2251,0.8,0.84,9147,53.5,11398,4.0,0.58,0.13,0.73,0.1,0.07,64.6,0.91,0.7945205479452054
899,23232,-3408,0.8,0.83,13472,41.9,16880,2.6,0.58,0.16,0.73,0.1,0.07,64.6,0.84,0.7945205479452054
455,11976,-1736,0.8,0.82,6753,48.2,8489,6.6,0.56,0.14,0.71,0.11,0.09,66.3,0.85,0.7887323943661972
1578,41153,-6238,0.78,0.81,22470,48.7,28708,4.5,0.55,0.14,0.7,0.11,0.09,66.8,0.8,0.7857142857142858
384,10185,-1927,0.74,0.78,5579,47.9,7506,4.7,0.55,0.14,0.74,0.09,0.06,63.3,0.81,0.7432432432432433
410,10602,-1962,0.74,0.77,5530,44.3,7492,3.6,0.52,0.12,0.71,0.09,0.08,64.3,0.72,0.7323943661971831
